strategy_id,strategy_name,symbol,signal_date,score,entry_type,signal_open,signal_high,signal_low,signal_close,range_position_60,box_width_pct_20,breakout_above_box_ratio_20,dry_up_days_ratio_20,ret_1d_pct,volume_ratio_20,pullback_depth_pct,amount_ma20_yuan,box_stability_40,box_quality_60,box_quality_score,dry_up_score,pullback_stability_score,trigger_strength_score,name
box_rebound_v1,箱体反抽 V1,002712.SZ,2025-07-25,0.606845,box,30.514696,31.347862,29.264948,31.139571,0.854369,6.644518,-0.664452,0.5,2.572899,1.615811,6.644518,86062532.65,0.721359,0.663966,0.640944,0.666667,0.498235,0.623111,思美传媒
box_rebound_v1,箱体反抽 V1,002714.SZ,2023-12-04,0.56611,box,725.792207,760.667937,691.859065,752.373169,0.846079,9.045849,-1.090458,0.65,3.447382,2.157913,9.045849,725284092.9,0.268869,0.422146,0.493038,0.666667,0.511723,0.661415,牧原股份
box_rebound_v1,箱体反抽 V1,002714.SZ,2023-12-27,0.609519,box,744.643953,772.733054,717.874474,772.544536,0.98593,7.392996,-0.340467,0.6,3.852002,1.613168,7.392996,781775740.55,0.617358,0.57058,0.478222,0.888889,0.482723,0.718415,牧原股份
box_rebound_v1,箱体反抽 V1,002714.SZ,2024-03-20,0.568488,box,757.651657,786.306311,706.940462,773.675641,0.870679,10.093503,-1.606329,0.5,1.383399,1.627709,10.093503,795349761.3,0.480449,0.573007,0.600768,0.666667,0.500189,0.499194,牧原股份
box_rebound_v1,箱体反抽 V1,002714.SZ,2024-05-07,0.569187,box,837.017507,855.869252,790.265177,850.402246,0.936262,8.571429,-1.613959,0.55,2.058824,1.321729,8.571429,1093981051.0,0.372038,0.470112,0.569188,0.888889,0.418961,0.437268,牧原股份
box_rebound_v1,箱体反抽 V1,002714.SZ,2025-04-08,0.582459,box,746.625392,808.619558,709.659926,796.105208,0.896497,12.238095,-1.547619,0.45,6.627127,2.688772,12.238095,1954359106.25,0.606847,0.663933,0.673261,0.444444,0.45,0.727143,牧原股份
box_rebound_v1,箱体反抽 V1,002714.SZ,2025-06-09,0.607177,box,792.06211,827.294819,734.688627,824.599421,0.899096,11.193856,-0.325809,0.45,4.107924,2.017434,11.193856,1243271101.35,0.697624,0.687805,0.706189,0.444444,0.486948,0.746927,牧原股份
box_rebound_v1,箱体反抽 V1,002714.SZ,2025-07-03,0.616389,box,835.344338,850.369219,783.590857,846.466652,0.912878,8.703454,-1.377766,0.55,1.902748,1.331138,8.703454,1313873974.75,0.482333,0.619593,0.687757,0.888889,0.435415,0.445211,牧原股份
box_rebound_v1,箱体反抽 V1,002722.SZ,2025-07-14,0.516493,box,17.950469,18.438615,16.351124,18.29439,0.95935,11.3213,-0.78219,0.65,1.915946,1.392788,11.3213,70571955.2,0.719823,0.618631,0.508952,0.666667,0.418275,0.502288,物产金轮
box_rebound_v1,箱体反抽 V1,002723.SZ,2022-12-30,0.52019,box,38.566128,40.14084,35.216286,39.940422,0.923513,13.50211,-1.898734,0.65,2.95203,1.908909,13.50211,101933199.35,0.393616,0.479795,0.529744,0.666667,0.339228,0.583198,小崧股份
box_rebound_v1,箱体反抽 V1,002726.SZ,2023-12-08,0.652445,box,36.22488,37.247919,34.876329,37.154916,0.86,7.749077,-1.722017,0.6,2.435897,1.73741,7.749077,76424038.6,0.721222,0.723222,0.660205,0.888889,0.524116,0.562833,龙大美食
box_rebound_v1,箱体反抽 V1,002726.SZ,2025-09-12,0.529835,box,26.413006,27.203537,24.459932,26.971028,0.848485,10.08547,-0.854701,0.45,1.933216,1.674932,10.08547,143492004.05,0.674573,0.720667,0.587663,0.444444,0.473288,0.584711,龙大美食
box_rebound_v1,箱体反抽 V1,002727.SZ,2022-07-19,0.573478,box,52.199612,53.591602,46.109658,52.56936,0.929828,13.961039,-1.907468,0.6,1.682793,2.480047,13.961039,231981518.9,0.640773,0.525196,0.519704,0.888889,0.45,0.50652,一心堂
box_rebound_v1,箱体反抽 V1,002727.SZ,2026-02-09,0.510059,box,32.700785,33.976347,30.312004,33.350162,0.878378,10.784983,-1.843003,0.45,3.082437,1.361152,10.784983,222131426.15,0.557796,0.642102,0.636236,0.444444,0.395484,0.498083,一心堂
box_rebound_v1,箱体反抽 V1,002728.SZ,2025-07-14,0.644645,box,45.073018,46.052866,42.133473,46.001295,0.900585,8.510638,-0.111982,0.65,1.826484,1.683646,8.510638,77317109.0,0.743289,0.656266,0.739685,0.666667,0.511392,0.62287,特一药业
box_rebound_v1,箱体反抽 V1,002729.SZ,2024-09-26,0.515848,box,30.012516,31.659714,27.639433,31.296772,0.91358,12.698413,-1.146384,0.7,3.508772,1.554568,12.698413,114150800.95,0.396921,0.43492,0.556151,0.444444,0.42528,0.629933,好利科技
box_rebound_v1,箱体反抽 V1,002733.SZ,2024-12-05,0.520255,box,33.147741,34.262358,30.215814,34.262358,1.0,11.810467,0.0,0.5,3.970588,2.700934,11.810467,107780457.35,0.511057,0.51143,0.34458,0.666667,0.458687,0.758235,雄韬股份
box_rebound_v1,箱体反抽 V1,002733.SZ,2025-07-10,0.543933,box,40.210451,41.673536,37.259897,40.966379,0.860152,10.590989,-1.696899,0.55,1.633394,1.282063,10.590989,231654274.2,0.482515,0.538923,0.549963,0.888889,0.379837,0.393544,雄韬股份
box_rebound_v1,箱体反抽 V1,002736.SZ,2022-12-05,0.516523,box,10.913481,11.115583,10.390395,11.079918,0.872549,6.524064,-0.320856,0.35,2.192982,1.963002,6.524064,105292469.4,0.736006,0.750163,0.726247,0.0,0.543485,0.632328,国信证券
box_rebound_v1,箱体反抽 V1,002736.SZ,2023-01-17,0.57403,box,11.091806,11.234466,10.35473,11.210689,0.885714,8.795812,-1.256545,0.45,0.319149,1.631642,8.795812,80718023.4,0.749862,0.755026,0.729541,0.444444,0.553099,0.457637,国信证券
box_rebound_v1,箱体反抽 V1,002736.SZ,2023-03-01,0.633774,box,11.448456,11.757552,10.972923,11.745664,0.991525,6.673407,-0.101112,0.55,2.277433,2.136411,6.673407,114034250.0,0.62348,0.731524,0.529879,0.888889,0.561691,0.650579,国信证券
box_rebound_v1,箱体反抽 V1,002736.SZ,2024-03-18,0.53789,box,10.560732,10.756755,9.960412,10.72,0.869281,7.403189,-0.341686,0.7,2.339181,1.261828,7.403189,181313097.55,0.568887,0.618194,0.656213,0.444444,0.46894,0.510459,国信证券
box_rebound_v1,箱体反抽 V1,002736.SZ,2024-04-15,0.598619,box,10.315703,10.72,10.095177,10.597486,0.89781,6.25711,-1.592719,0.45,2.97619,1.628369,6.25711,143995468.7,0.803601,0.715143,0.792217,0.444444,0.453177,0.595798,国信证券
box_rebound_v1,箱体反抽 V1,002736.SZ,2024-06-07,0.554352,box,11.332572,11.40608,10.572983,11.369326,0.881356,8.386412,-1.4862,0.7,0.541712,1.676142,8.386412,216880585.25,0.701602,0.719764,0.711104,0.444444,0.495643,0.463331,国信证券
box_rebound_v1,箱体反抽 V1,002736.SZ,2025-06-11,0.633698,box,14.109385,14.311308,13.79388,14.210346,0.931193,4.206836,-1.314636,0.55,1.441441,1.302504,4.206836,206943369.8,0.514934,0.591629,0.697471,0.888889,0.517802,0.411776,国信证券
box_rebound_v1,箱体反抽 V1,002737.SZ,2023-09-26,0.578164,box,124.883376,127.569606,115.613248,126.568854,0.94837,9.372419,-0.784476,0.6,1.093816,1.326798,9.372419,115618468.6,0.62471,0.679153,0.593921,0.888889,0.425394,0.430826,葵花药业
box_rebound_v1,箱体反抽 V1,002739.SZ,2023-01-16,0.506576,box,43.473711,44.811363,40.859208,44.112136,0.858603,8.819539,-1.56038,0.65,2.039381,1.334513,8.819539,486556630.25,0.206308,0.276543,0.482387,0.666667,0.462765,0.443578,万达电影
box_rebound_v1,箱体反抽 V1,002739.SZ,2023-08-07,0.609656,box,43.868926,45.510591,41.619238,45.145776,0.843829,9.157266,-1.459854,0.55,5.319149,1.8386,9.157266,623571651.8,0.156183,0.377865,0.469146,0.888889,0.484781,0.732409,万达电影
box_rebound_v1,箱体反抽 V1,002745.SZ,2023-03-22,0.502998,box,20.28251,20.390052,19.185577,20.347035,0.87037,5.907173,-0.21097,0.75,0.745474,1.253508,5.907173,105681947.05,0.647568,0.646469,0.693606,0.222222,0.527242,0.419906,木林森
box_rebound_v1,箱体反抽 V1,002745.SZ,2024-05-27,0.547544,box,18.48612,18.870776,17.551944,18.848149,0.841599,8.632062,-1.88457,0.55,2.586207,1.226394,8.632062,119831244.35,0.556768,0.578629,0.541427,0.888889,0.38435,0.420896,木林森
box_rebound_v1,箱体反抽 V1,002745.SZ,2025-12-24,0.61132,box,21.919199,23.579744,20.875428,23.342524,0.89759,12.087912,-1.698302,0.65,5.920344,1.977839,12.087912,363555938.75,0.585195,0.636741,0.669383,0.666667,0.40033,0.718102,木林森
box_rebound_v1,箱体反抽 V1,002746.SZ,2022-08-23,0.513147,box,39.428199,41.133202,36.359193,40.834826,0.828512,11.606218,-0.725389,0.45,3.791983,1.998443,11.606218,92824127.95,0.62868,0.637901,0.475562,0.444444,0.468048,0.703996,仙坛股份
box_rebound_v1,箱体反抽 V1,002746.SZ,2024-12-12,0.541685,box,28.916027,29.711881,26.440037,29.667667,0.884615,11.538462,-0.739645,0.45,2.91411,1.61008,11.538462,79968621.25,0.5621,0.501634,0.593072,0.444444,0.471154,0.637161,仙坛股份
box_rebound_v1,箱体反抽 V1,002746.SZ,2025-08-26,0.614264,box,29.440819,30.45602,28.1026,30.317583,0.919192,8.421053,-1.203008,0.5,2.4961,2.095236,8.421053,91354881.5,0.609456,0.671228,0.691951,0.666667,0.476921,0.597586,仙坛股份
box_rebound_v1,箱体反抽 V1,002752.SZ,2022-07-28,0.534097,box,10.222009,10.282139,9.380197,10.242053,0.983108,8.77193,-0.389864,0.5,2.2,1.481087,8.77193,50758384.55,0.449283,0.533829,0.451207,0.666667,0.513521,0.572304,昇兴股份
box_rebound_v1,箱体反抽 V1,002752.SZ,2023-01-30,0.55756,box,10.92352,11.284297,9.720931,11.184081,0.939024,13.854352,-0.888099,0.55,2.573529,1.088809,13.854352,68264461.65,0.586538,0.673455,0.54643,0.888889,0.406878,0.434062,昇兴股份
box_rebound_v1,箱体反抽 V1,002766.SZ,2025-03-17,0.544914,box,13.066608,13.711873,12.139041,13.691709,0.806763,12.244898,-1.020408,0.6,4.461538,1.823735,12.244898,222848998.8,0.504834,0.432984,0.329847,0.888889,0.425583,0.726468,索菱股份
box_rebound_v1,箱体反抽 V1,002768.SZ,2024-12-12,0.527036,box,75.580679,76.759138,68.47807,76.695438,0.94337,12.209065,-1.674153,0.6,1.474926,1.106465,12.209065,60235630.4,0.551569,0.471217,0.489671,0.888889,0.45,0.326868,国恩股份
box_rebound_v1,箱体反抽 V1,002768.SZ,2025-05-14,0.580554,box,81.377427,86.951223,78.383502,85.549812,0.911469,9.85348,-1.611722,0.7,4.799064,2.6787,9.85348,91092696.95,0.637215,0.634966,0.678573,0.444444,0.447667,0.711241,国恩股份
box_rebound_v1,箱体反抽 V1,002769.SZ,2022-12-06,0.63117,box,46.590904,49.056575,42.635557,48.64563,0.903654,13.089005,-0.837696,0.55,4.525386,1.972961,13.089005,99740889.0,0.247575,0.35367,0.550399,0.888889,0.45,0.741261,普路通
box_rebound_v1,箱体反抽 V1,002771.SZ,2025-06-27,0.533774,box,43.67413,44.609623,40.014159,43.807772,0.860812,10.301508,-1.797484,0.55,0.675676,1.394282,10.301508,107236714.85,0.701117,0.575917,0.569545,0.888889,0.332659,0.367452,真视通
box_rebound_v1,箱体反抽 V1,002772.SZ,2023-04-07,0.500152,box,19.823766,20.895912,18.248367,20.742749,0.816092,12.670157,-0.732984,0.45,5.921788,2.238326,12.670157,98031517.2,0.595051,0.604258,0.410169,0.444444,0.45,0.776021,众兴菌业
box_rebound_v1,箱体反抽 V1,002772.SZ,2024-11-28,0.512575,box,16.903346,17.654606,15.940794,17.490268,0.84264,9.707447,-0.930851,0.45,3.185596,1.808895,9.707447,86029336.55,0.510258,0.487338,0.495043,0.444444,0.477458,0.655285,众兴菌业
box_rebound_v1,箱体反抽 V1,002773.SZ,2022-09-29,0.531418,box,32.135136,32.92286,29.04483,32.72088,0.91746,12.636695,-1.579587,0.5,3.250478,1.395714,12.636695,178267608.5,0.437157,0.564461,0.591144,0.666667,0.336345,0.535491,康弘药业
box_rebound_v1,箱体反抽 V1,002773.SZ,2023-03-01,0.541799,box,36.275741,36.295939,34.841677,36.255543,0.82622,5.582923,-1.751505,0.6,0.729517,1.057793,5.582923,87443782.0,0.424637,0.556239,0.538153,0.888889,0.493649,0.261278,康弘药业
box_rebound_v1,箱体反抽 V1,002773.SZ,2023-03-13,0.516988,box,35.467818,36.578712,34.760885,36.417127,0.85061,5.69863,-1.205479,0.4,2.676538,1.653357,5.69863,88603456.65,0.726537,0.652906,0.641448,0.222222,0.505538,0.608263,康弘药业
box_rebound_v1,箱体反抽 V1,002773.SZ,2024-04-22,0.602759,box,35.441995,36.296509,34.017804,35.97098,0.881323,6.278027,-0.896861,0.5,1.550833,1.470119,6.278027,75550720.85,0.769854,0.539965,0.68234,0.666667,0.523007,0.499278,康弘药业
box_rebound_v1,箱体反抽 V1,002777.SZ,2025-07-11,0.558711,box,92.34068,95.044578,83.718815,94.636443,0.883962,13.036566,-1.695813,0.5,2.770083,1.614737,13.036566,148600351.5,0.717217,0.698258,0.635634,0.666667,0.353463,0.572702,久远银海
box_rebound_v1,箱体反抽 V1,002780.SZ,2025-07-28,0.50669,box,28.030849,28.26558,25.429242,27.737435,0.898876,10.034602,-1.868512,0.75,0.997151,2.017877,10.034602,81780145.05,0.602681,0.617955,0.699936,0.222222,0.4949,0.467718,三夫户外
box_rebound_v1,箱体反抽 V1,002780.SZ,2025-08-19,0.554256,box,26.935436,28.187337,25.879144,27.796118,0.90625,8.442907,-1.6609,0.45,3.495994,1.333704,8.442907,99572712.15,0.714581,0.663156,0.726626,0.444444,0.424453,0.524674,三夫户外
box_rebound_v1,箱体反抽 V1,002782.SZ,2025-03-12,0.607883,box,36.234081,38.189061,33.823832,37.492767,0.916399,11.430575,-1.823282,0.55,3.703704,2.119972,11.430575,118232770.45,0.407975,0.521087,0.598667,0.888889,0.376027,0.632825,可立克
box_rebound_v1,箱体反抽 V1,002783.SZ,2023-02-27,0.594183,box,41.690918,42.799266,40.284169,42.245092,0.892655,6.435644,-1.881188,0.55,1.019368,1.104528,6.435644,70857643.0,0.371165,0.559195,0.719656,0.888889,0.42893,0.286467,凯龙股份
box_rebound_v1,箱体反抽 V1,002783.SZ,2025-07-14,0.613065,box,39.552007,40.393539,36.185878,40.083501,0.911228,11.195652,-1.630435,0.55,1.343785,1.666953,11.195652,113014131.1,0.658544,0.639228,0.658958,0.888889,0.416365,0.502801,凯龙股份
box_rebound_v1,箱体反抽 V1,002785.SZ,2023-07-18,0.505685,box,22.473905,23.536453,20.449048,23.35602,0.852459,13.117547,-0.76661,0.7,3.647687,1.937983,13.117547,65611756.35,0.543344,0.502033,0.473494,0.444444,0.45,0.692865,万里石
box_rebound_v1,箱体反抽 V1,002785.SZ,2023-07-31,0.589367,box,23.20566,24.378473,21.772222,24.19804,0.960177,10.690789,-0.740132,0.65,4.276458,2.474358,10.690789,61932977.5,0.591792,0.628625,0.520276,0.666667,0.510005,0.73218,万里石
box_rebound_v1,箱体反抽 V1,002785.SZ,2023-11-07,0.500165,box,26.152728,27.39571,23.767006,26.92458,0.926905,13.245518,-1.719722,0.5,2.951322,1.274138,13.245518,110673383.35,0.407246,0.501407,0.531555,0.666667,0.348261,0.468609,万里石
box_rebound_v1,箱体反抽 V1,002785.SZ,2024-01-04,0.544057,box,27.786647,28.869244,25.571334,28.588571,0.830743,12.034483,-1.655172,0.55,2.626844,1.710405,12.034483,81077039.05,0.568789,0.575974,0.453453,0.888889,0.367643,0.5783,万里石
box_rebound_v1,箱体反抽 V1,002786.SZ,2025-06-24,0.531092,box,27.000897,27.606298,26.123065,27.606298,0.832653,6.803456,-1.511879,0.5,2.356902,1.577038,6.803456,77370752.95,0.594085,0.505854,0.519503,0.666667,0.426625,0.546381,银宝山新
box_rebound_v1,箱体反抽 V1,002787.SZ,2023-03-29,0.516786,box,17.749478,18.821306,16.206045,18.714123,0.982993,13.895216,-0.569476,0.5,6.075334,1.768136,13.895216,76634757.9,0.568374,0.435737,0.333955,0.666667,0.437609,0.785831,华源控股
box_rebound_v1,箱体反抽 V1,002787.SZ,2025-03-18,0.54545,box,18.971362,19.614459,17.36362,19.571586,0.814516,11.47541,-0.218579,0.6,3.163842,1.304455,11.47541,106149243.95,0.511436,0.474571,0.379584,0.888889,0.474044,0.581534,华源控股
box_rebound_v1,箱体反抽 V1,002788.SZ,2023-06-05,0.610706,box,29.521957,30.404572,28.548037,30.404572,0.985816,6.2,-0.1,0.6,2.883625,1.290672,6.2,62500979.3,0.621513,0.701803,0.54387,0.888889,0.516499,0.567242,鹭燕医药
box_rebound_v1,箱体反抽 V1,002788.SZ,2024-12-12,0.530955,box,29.33741,30.088814,27.769264,29.892796,0.847015,7.709012,-0.651466,0.7,1.893096,1.852616,7.709012,50883438.55,0.710425,0.514451,0.549805,0.444444,0.522939,0.594498,鹭燕医药
box_rebound_v1,箱体反抽 V1,002791.SZ,2025-08-25,0.505803,box,35.733795,36.659703,34.321392,36.079049,0.812081,6.378425,-1.583904,0.45,1.456311,2.293088,6.378425,111519668.65,0.703955,0.701513,0.534716,0.444444,0.509179,0.512344,坚朗五金
box_rebound_v1,箱体反抽 V1,002791.SZ,2025-11-10,0.583018,box,36.40861,37.334518,33.583804,37.208971,0.92053,10.046238,-0.336276,0.45,3.086957,1.42262,10.046238,157973112.0,0.669157,0.718756,0.678264,0.444444,0.539547,0.609247,坚朗五金
box_rebound_v1,箱体反抽 V1,002795.SZ,2023-03-06,0.512822,box,30.727672,32.230175,29.313551,31.906106,0.938931,9.298086,-1.276208,0.45,3.735632,1.402092,9.298086,117062450.65,0.234748,0.448645,0.542058,0.444444,0.46891,0.584929,永和智控
box_rebound_v1,箱体反抽 V1,002797.SZ,2022-06-10,0.551179,box,9.527501,9.886413,8.842304,9.837471,0.900901,11.582382,-1.631321,0.45,2.20339,1.619669,11.582382,442646978.8,0.577335,0.615992,0.674748,0.444444,0.469141,0.544214,第一创业
box_rebound_v1,箱体反抽 V1,002797.SZ,2024-09-13,0.556031,box,8.748352,8.914987,8.415654,8.798342,0.837991,5.947955,-1.671085,0.5,0.956023,1.431889,5.947955,210342731.2,0.700949,0.708262,0.619862,0.666667,0.49947,0.404393,第一创业
box_rebound_v1,箱体反抽 V1,002797.SZ,2025-07-24,0.582079,box,12.401901,12.7548,11.628883,12.737996,0.91091,10.013004,-1.430429,0.5,2.294197,1.460422,10.013004,926352747.35,0.43303,0.601202,0.665798,0.666667,0.455957,0.508633,第一创业
box_rebound_v1,箱体反抽 V1,002797.SZ,2025-08-15,0.664399,box,12.637167,13.359771,12.267463,13.242138,0.953168,8.176101,-0.880503,0.55,4.370861,2.594213,8.176101,941466338.0,0.541776,0.609093,0.574805,0.888889,0.55822,0.729421,第一创业
box_rebound_v1,箱体反抽 V1,002797.SZ,2025-08-25,0.509685,box,13.611842,13.77989,12.267463,13.595037,0.936952,10.97561,-1.341463,0.45,1.125,1.70287,10.97561,1055579635.85,0.513069,0.564599,0.561171,0.444444,0.491936,0.507012,第一创业
box_rebound_v1,箱体反抽 V1,002799.SZ,2025-11-17,0.502814,box,22.641967,23.236448,21.349617,23.210601,0.901408,8.120133,-0.111235,0.35,2.277904,1.375385,8.120133,63318161.75,0.575042,0.647677,0.740615,0.0,0.527626,0.558462,环球印务
box_rebound_v1,箱体反抽 V1,002801.SZ,2025-08-13,0.626932,box,157.209373,165.534827,146.049722,162.789199,0.892544,11.771001,-1.658641,0.55,3.490991,1.772592,11.771001,158830744.9,0.291814,0.449983,0.594406,0.888889,0.460496,0.629941,微光股份
box_rebound_v1,箱体反抽 V1,002807.SZ,2022-07-12,0.567648,box,6.571467,6.755185,5.94965,6.698656,0.9638,11.924686,-0.83682,0.55,2.819957,1.460396,11.924686,154705450.1,0.510308,0.546831,0.461001,0.888889,0.453452,0.575787,江阴银行
box_rebound_v1,箱体反抽 V1,002807.SZ,2023-08-03,0.573562,box,5.859359,5.962934,5.415469,5.933341,0.931554,9.181141,-0.496278,0.45,1.007557,1.777839,9.181141,68198929.6,0.668801,0.743465,0.668723,0.444444,0.56194,0.550677,江阴银行
box_rebound_v1,箱体反抽 V1,002807.SZ,2024-04-02,0.636376,box,5.696599,5.785378,5.415469,5.711396,0.844444,6.393862,-1.278772,0.55,0.0,1.618098,6.393862,93108278.6,0.778014,0.747296,0.645153,0.888889,0.585067,0.43264,江阴银行
box_rebound_v1,箱体反抽 V1,002807.SZ,2025-04-02,0.512436,box,6.888679,7.059729,6.359976,7.028629,0.960784,9.911894,-0.440529,0.4,2.494331,1.73268,9.911894,142735974.15,0.7392,0.767526,0.579772,0.222222,0.545705,0.643228,江阴银行
box_rebound_v1,箱体反抽 V1,002807.SZ,2025-05-14,0.592008,box,7.052286,7.215156,6.515477,7.182582,0.96259,9.697354,-0.451467,0.55,1.37931,1.21928,9.697354,148888172.7,0.658611,0.73307,0.565917,0.888889,0.518958,0.432097,江阴银行
box_rebound_v1,箱体反抽 V1,002807.SZ,2025-08-21,0.539725,box,8.12723,8.224952,7.459462,8.192378,0.888889,10.019646,-1.178782,0.45,1.004016,1.217762,10.019646,199537035.2,0.692485,0.721144,0.707081,0.444444,0.521083,0.365435,江阴银行
box_rebound_v1,箱体反抽 V1,002810.SZ,2023-08-01,0.566249,box,65.728653,66.513982,62.075164,66.343258,0.957834,6.673511,-0.256674,0.65,1.409186,1.11433,6.673511,59770351.4,0.472604,0.64378,0.597715,0.666667,0.566388,0.410594,山东赫达
box_rebound_v1,箱体反抽 V1,002810.SZ,2023-12-29,0.609258,box,69.416286,73.274644,64.909179,72.352735,0.955592,11.416589,-1.258155,0.6,4.487179,2.144838,11.416589,72232590.85,0.687727,0.53095,0.487706,0.888889,0.47214,0.713741,山东赫达
box_rebound_v1,箱体反抽 V1,002810.SZ,2025-08-05,0.52861,box,46.991535,48.046734,44.318364,48.011561,0.952555,8.563135,-0.943396,0.65,2.631579,1.079435,8.563135,101152304.75,0.279555,0.516355,0.537851,0.666667,0.483235,0.431103,山东赫达
box_rebound_v1,箱体反抽 V1,002810.SZ,2025-08-19,0.501634,box,48.152254,48.890893,45.865989,48.257774,0.927336,6.389088,-1.507538,0.45,0.734214,1.139697,6.389088,105749462.25,0.513319,0.569088,0.665401,0.444444,0.476619,0.3035,山东赫达
box_rebound_v1,箱体反抽 V1,002815.SZ,2022-07-28,0.57154,box,28.030408,29.372646,26.442093,28.880492,0.832728,10.114068,-1.825095,0.6,4.029009,1.798506,10.114068,102401323.8,0.578228,0.501176,0.464288,0.888889,0.403258,0.652235,崇达技术
box_rebound_v1,箱体反抽 V1,002818.SZ,2022-06-20,0.60482,box,25.803286,26.603714,23.654767,26.266692,0.933745,11.084719,-1.266825,0.55,2.633745,1.557535,11.084719,51326575.15,0.588929,0.614281,0.586168,0.888889,0.430578,0.571194,富森美
box_rebound_v1,箱体反抽 V1,002819.SZ,2025-08-15,0.593693,box,40.204585,41.385122,37.777189,41.119833,0.82425,8.717949,-0.641026,0.5,3.092784,2.641512,8.717949,206965505.1,0.687196,0.646922,0.513188,0.666667,0.589293,0.667105,东方中科
box_rebound_v1,箱体反抽 V1,002823.SZ,2025-03-19,0.522029,box,35.325849,36.778785,31.682668,36.410129,0.956298,13.856132,-1.002358,0.5,2.628362,1.789116,13.856132,264935197.05,0.464828,0.533627,0.446935,0.666667,0.435027,0.61756,凯中精密
box_rebound_v1,箱体反抽 V1,002825.SZ,2025-03-14,0.588324,box,27.486415,28.135701,25.538559,28.104782,0.920561,10.119695,-1.088139,0.6,1.677852,1.205052,10.119695,74442173.6,0.549325,0.547807,0.617147,0.888889,0.452525,0.407067,纳尔股份
box_rebound_v1,箱体反抽 V1,002827.SZ,2023-02-14,0.524338,box,17.768708,18.200874,16.638425,18.184253,0.908108,8.584475,-0.091324,0.75,2.626642,1.244309,8.584475,64558570.1,0.458914,0.600608,0.696999,0.222222,0.514263,0.536889,高争民爆
box_rebound_v1,箱体反抽 V1,002829.SZ,2023-04-06,0.667187,box,79.760983,84.352853,76.301909,84.332625,0.860308,9.544365,-0.023981,0.55,5.731676,1.511498,9.544365,128609075.3,0.605389,0.537336,0.566873,0.888889,0.5461,0.772394,星网宇达
box_rebound_v1,箱体反抽 V1,002831.SZ,2022-06-16,0.514995,box,60.874124,63.085613,58.195379,62.852824,0.882604,9.153153,-1.882572,0.45,3.250478,1.510014,9.153153,59431520.65,0.577512,0.637727,0.673581,0.444444,0.31708,0.555413,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2022-10-12,0.61616,box,68.416463,71.000413,65.972187,70.604673,0.851711,8.195659,-1.749271,0.55,2.883311,1.849436,8.195659,58134801.4,0.67171,0.647055,0.602045,0.888889,0.440231,0.588042,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2023-07-14,0.628227,box,60.231927,61.482335,56.622258,61.175631,0.957102,7.904835,-0.498849,0.55,1.606583,1.488597,7.904835,69154323.75,0.682078,0.744388,0.61506,0.888889,0.514584,0.532663,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2023-07-25,0.555777,box,59.241037,61.104853,56.622258,60.845335,0.910904,7.904835,-1.036071,0.7,2.830941,1.312702,7.904835,59521314.1,0.634307,0.718507,0.741131,0.444444,0.417763,0.51526,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2023-12-11,0.576009,box,61.436841,63.134784,58.901884,63.039125,0.815219,6.704545,-0.151515,0.65,2.091402,1.627868,6.704545,50376812.8,0.807568,0.711076,0.541942,0.666667,0.50877,0.629016,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2023-12-29,0.509457,box,64.23486,65.813229,60.336765,65.789315,0.997245,8.321221,-0.036337,0.4,3.188297,2.190884,8.321221,52696525.8,0.771691,0.761228,0.496768,0.222222,0.597282,0.709118,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2025-01-27,0.533972,box,66.266635,69.443463,63.51173,68.897445,0.906921,8.541816,-0.786276,0.4,3.736921,1.392879,8.541816,138395274.3,0.509349,0.638162,0.714308,0.222222,0.469016,0.611332,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2025-07-22,0.583222,box,61.868376,62.529526,57.087753,62.249808,0.861938,9.512293,-1.330109,0.6,0.906843,1.424001,9.512293,73952083.15,0.678718,0.606617,0.596411,0.888889,0.451386,0.419271,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2025-08-20,0.666677,box,61.232655,63.063531,59.706924,63.063531,0.857664,5.967161,-0.680817,0.55,2.43701,1.994722,5.967161,78056545.05,0.665508,0.724217,0.682677,0.888889,0.499553,0.625372,裕同科技
box_rebound_v1,箱体反抽 V1,002831.SZ,2025-09-29,0.580811,box,67.30892,69.634372,64.64012,69.634372,0.924848,8.396396,-1.31888,0.5,3.415196,1.409774,8.396396,115804165.95,0.4696,0.596455,0.649637,0.666667,0.427858,0.565704,裕同科技
box_rebound_v1,箱体反抽 V1,002832.SZ,2022-12-06,0.522142,box,131.688557,136.245988,120.083006,134.86816,0.956739,11.863088,-1.01128,0.55,1.394422,1.24019,11.863088,66459824.35,0.449928,0.523613,0.474528,0.888889,0.388011,0.406385,比音勒芬
box_rebound_v1,箱体反抽 V1,002833.SZ,2024-03-29,0.534754,box,66.873593,70.236952,65.478157,69.771806,0.969072,6.870229,-0.763359,0.65,4.222341,1.110459,6.870229,63861803.1,0.205474,0.436571,0.489123,0.666667,0.482756,0.547692,弘亚数控
