strategy_id,strategy_name,symbol,name,entry_type,signal_date,entry_date,exit_date,score,entry_price,exit_price,stop_price,hold_days,return_pct,max_favorable_excursion_pct,max_adverse_excursion_pct,exit_reason,signal_close,signal_low
box_rebound_v1,箱体反抽 V1,300908.SZ,仲景食品,box,2023-03-31,2023-04-03,2023-05-04,0.531946,43.76,49.58,41.13439999999999,20,13.299817184643503,16.08775137111518,-4.798903107861063,max_hold,43.64,38.0
box_rebound_v1,箱体反抽 V1,300908.SZ,仲景食品,box,2023-06-08,2023-06-09,2023-06-21,0.478826,49.47,46.5018,46.5018,9,-6.000000000000005,4.790782292298368,-7.62078027087123,stop_loss,49.22,46.0
box_rebound_v1,箱体反抽 V1,300908.SZ,仲景食品,box,2023-11-24,2023-11-27,2023-12-18,0.548712,43.76,41.13439999999999,41.13439999999999,16,-6.000000000000016,5.530164533820847,-6.58135283363801,stop_loss,43.73,42.38
box_rebound_v1,箱体反抽 V1,300908.SZ,仲景食品,box,2023-12-04,2023-12-05,2023-12-14,0.56698,44.13,41.4822,41.4822,8,-6.000000000000005,4.6453659641966905,-6.662134602311365,stop_loss,44.35,42.8
box_rebound_v1,箱体反抽 V1,300908.SZ,仲景食品,box,2024-03-28,2024-03-29,2024-04-29,0.513945,40.99,44.56,38.5306,20,8.709441327152966,11.002683581361294,-2.7567699438887594,max_hold,40.95,39.06
box_rebound_v1,箱体反抽 V1,300908.SZ,仲景食品,box,2024-04-08,2024-04-09,2024-05-09,0.548541,41.68,47.98,39.1792,20,15.11516314779271,15.858925143953927,-2.5911708253358867,max_hold,42.97,39.06
box_rebound_v1,箱体反抽 V1,300909.SZ,汇创达,box,2024-09-27,2024-09-30,2024-11-01,0.478713,22.0,24.69,20.68,20,12.22727272727273,29.54545454545454,-3.409090909090906,max_hold,21.25,17.37
box_rebound_v1,箱体反抽 V1,300909.SZ,汇创达,box,2025-09-25,2025-09-26,2025-09-26,0.466521,36.69,34.4886,34.4886,1,-5.999999999999995,0.2452984464431873,-8.88525483783047,stop_loss,36.0,31.88
box_rebound_v1,箱体反抽 V1,300909.SZ,汇创达,box,2025-12-25,2025-12-26,2026-01-26,0.462712,47.26,50.72,44.4244,20,7.321201862039772,20.588235294117663,-2.708421498095648,max_hold,47.32,40.3
box_rebound_v1,箱体反抽 V1,300910.SZ,瑞丰新材,box,2025-02-13,2025-02-14,2025-03-13,0.452865,48.58,53.47,45.6652,20,10.065870728694936,10.601070399341284,-0.1646768217373417,max_hold,49.07,46.51
box_rebound_v1,箱体反抽 V1,300910.SZ,瑞丰新材,box,2025-03-13,2025-03-14,2025-04-11,0.49204,53.5,64.59,50.29,20,20.728971962616825,23.88785046728972,-2.990654205607479,max_hold,53.47,49.06
box_rebound_v1,箱体反抽 V1,300910.SZ,瑞丰新材,box,2025-03-24,2025-03-25,2025-04-22,0.576515,55.2,63.53,51.888,20,15.090579710144914,23.4963768115942,-5.978260869565222,max_hold,55.31,49.32
box_rebound_v1,箱体反抽 V1,300911.SZ,亿田智能,box,2023-01-13,2023-01-16,2023-01-19,0.459486,54.65,51.371,51.371,4,-6.000000000000005,3.019213174748403,-6.404391582799629,stop_loss,54.75,45.55
box_rebound_v1,箱体反抽 V1,300911.SZ,亿田智能,box,2023-07-28,2023-07-31,2023-08-01,0.569773,41.6,39.104,39.104,2,-6.000000000000005,0.5288461538461409,-6.177884615384621,stop_loss,40.76,35.16
box_rebound_v1,箱体反抽 V1,300911.SZ,亿田智能,box,2023-09-01,2023-09-04,2023-09-12,0.475477,41.31,38.8314,38.8314,7,-6.000000000000005,4.817235536189779,-6.4149116436698295,stop_loss,41.13,35.53
box_rebound_v1,箱体反抽 V1,300911.SZ,亿田智能,box,2025-04-02,2025-04-03,2025-04-03,0.452756,49.11,46.1634,46.1634,1,-6.000000000000005,4.439014457340673,-6.332722459784157,stop_loss,49.82,40.53
box_rebound_v1,箱体反抽 V1,300912.SZ,凯龙高科,box,2025-06-06,2025-06-09,2025-06-19,0.569644,14.15,13.301,13.301,9,-6.000000000000005,2.1201413427561766,-6.077738515901066,stop_loss,14.3,13.47
box_rebound_v1,箱体反抽 V1,300913.SZ,兆龙互连,box,2022-11-21,2022-11-22,2022-11-23,0.472982,19.39,18.2266,18.2266,2,-5.999999999999995,1.0830324909747446,-8.096957194430122,stop_loss,19.39,17.84
box_rebound_v1,箱体反抽 V1,300913.SZ,兆龙互连,box,2023-03-20,2023-03-21,2023-04-18,0.489766,20.71,38.56,19.4674,20,86.19024625784645,109.0777402221149,-1.2554321583776007,max_hold,21.08,18.93
box_rebound_v1,箱体反抽 V1,300915.SZ,海融科技,box,2023-02-14,2023-02-15,2023-03-07,0.49763,46.31,43.5314,43.5314,15,-6.000000000000005,1.9218311379831652,-6.046210321744772,stop_loss,46.59,41.8
box_rebound_v1,箱体反抽 V1,300915.SZ,海融科技,box,2023-07-26,2023-07-27,2023-08-02,0.558166,41.71,39.2074,39.2074,5,-6.000000000000005,3.90793574682331,-6.689043394869332,stop_loss,42.77,36.45
box_rebound_v1,箱体反抽 V1,300918.SZ,南山智尚,box,2023-02-23,2023-02-24,2023-03-23,0.481429,11.96,12.01,11.2424,20,0.4180602006688794,8.277591973244135,-4.180602006688961,max_hold,12.08,10.65
box_rebound_v1,箱体反抽 V1,300918.SZ,南山智尚,box,2023-04-04,2023-04-06,2023-04-10,0.461128,12.6,11.844,11.844,3,-6.000000000000005,2.2222222222222365,-9.523809523809524,stop_loss,12.44,11.66
