strategy_id,strategy_name,symbol,name,signal_date,score,entry_type,signal_open,signal_high,signal_low,signal_close,eligible_execution,ret_1d_pct,vol_ratio_20,box_quality_60,handle_quality_10,alpha_vs_hs300_10d_pct,diag_highwin_shared_cls_prob,diag_highwin_shared_reg_score,branch_trend_lgbm_cls_prob,branch_trend_lgbm_reg_score
dedicated_trend,趋势专属分支,600217.SH,中再资环,2024-07-31,0.212942,trend,4.549439,4.749854,4.549439,4.719792,True,2.169197,1.78699,0.435133,0.06,10.224554,,,0.212942,0.117778
dedicated_trend,趋势专属分支,601766.SH,中国中车,2024-08-01,0.214401,trend,10.671785,11.052435,10.603812,10.984462,True,5.897772,2.216591,0.592777,0.331134,6.877133,,,0.214401,0.103245
dedicated_trend,趋势专属分支,000429.SZ,粤高速Ａ,2024-08-01,0.213595,trend,19.154276,20.063837,19.100772,19.938995,True,3.136531,1.627685,0.673346,0.121667,10.387429,,,0.213595,0.105001
dedicated_trend,趋势专属分支,600377.SH,宁沪高速,2024-08-01,0.21308,trend,27.403058,29.193966,27.187286,29.107658,True,4.736025,1.522542,0.573127,0.198358,10.608996,,,0.21308,0.107667
dedicated_trend,趋势专属分支,002488.SZ,金固股份,2024-08-05,0.201286,trend,31.614516,32.849458,31.367528,32.725964,True,2.912621,1.800263,0.48778,0.09436,23.450397,,,0.201286,0.104153
dedicated_trend,趋势专属分支,000739.SZ,普洛药业,2024-08-06,0.237983,trend,43.507745,45.112658,43.361844,44.995937,True,3.978422,1.76087,0.560954,0.069706,12.25625,,,0.237983,0.122812
dedicated_trend,趋势专属分支,688235.SH,百济神州-U,2024-08-06,0.225165,trend,132.0,137.33,132.0,137.08,True,4.633234,1.959361,0.576361,0.167407,12.965585,,,0.225165,0.120838
dedicated_trend,趋势专属分支,600763.SH,通策医疗,2024-08-06,0.210669,trend,131.146656,133.420054,129.811035,133.391637,True,3.232901,1.44477,0.444673,0.061055,11.474339,,,0.210669,0.100817
dedicated_trend,趋势专属分支,600812.SH,华北制药,2024-08-08,0.225178,trend,5.120275,5.318009,5.109868,5.286788,True,3.252033,1.757501,0.434705,0.076783,16.850002,,,0.225178,0.103984
dedicated_trend,趋势专属分支,600368.SH,五洲交通,2024-08-12,0.210291,trend,14.567573,15.054407,14.492675,14.979509,True,2.564103,1.530188,0.673484,0.056567,13.333985,,,0.210291,0.112297
dedicated_trend,趋势专属分支,603050.SH,科林电气,2024-08-13,0.202464,trend,62.97234,66.975582,62.207676,66.975582,True,6.547406,1.749706,0.310141,0.16629,21.022407,,,0.202464,0.136031
dedicated_trend,趋势专属分支,300863.SZ,卡倍亿,2024-08-14,0.201927,trend,78.743794,82.765944,78.184565,82.443311,True,4.469883,1.735824,0.537042,0.383996,4.595323,,,0.201927,0.083934
dedicated_trend,趋势专属分支,603662.SH,柯力传感,2024-08-15,0.176425,trend,61.080457,65.202759,61.080457,64.674903,True,5.278232,1.88302,0.369148,0.045095,8.80356,,,0.176425,0.075569
dedicated_trend,趋势专属分支,000739.SZ,普洛药业,2024-08-16,0.21878,trend,44.674955,45.667083,43.653646,45.433641,True,4.707465,2.066409,0.550011,0.33463,6.490256,,,0.21878,0.119217
dedicated_trend,趋势专属分支,301127.SZ,武汉天源,2024-08-16,0.2166,trend,12.610326,13.852793,12.567482,13.738543,True,8.089888,3.484783,0.481638,0.15,19.764184,,,0.2166,0.085726
dedicated_trend,趋势专属分支,688235.SH,百济神州-U,2024-08-16,0.209949,trend,143.85,147.53,141.35,147.3,True,3.375675,1.449318,0.398682,0.135527,15.172135,,,0.209949,0.100464
dedicated_trend,趋势专属分支,000525.SZ,红太阳,2024-08-19,0.222493,trend,9.210981,9.738928,9.076186,9.738928,True,4.96368,2.056077,0.25,0.15526,27.846245,,,0.222493,0.100682
dedicated_trend,趋势专属分支,601766.SH,中国中车,2024-08-19,0.214401,trend,10.874138,11.237074,10.83226,11.195197,True,5.249344,1.895841,0.650582,0.336788,5.713114,,,0.214401,0.109643
dedicated_trend,趋势专属分支,601939.SH,建设银行,2024-08-19,0.211362,trend,17.521873,17.96659,17.410693,17.899883,True,2.15736,1.375872,0.644916,0.347906,6.639679,,,0.211362,0.087775
dedicated_trend,趋势专属分支,003001.SZ,中岩大地,2024-08-21,0.17901,trend,26.891285,30.116626,26.474678,29.928481,True,9.327442,2.155495,0.246527,0.135,34.187448,,,0.17901,0.058094
dedicated_trend,趋势专属分支,601988.SH,中国银行,2024-08-22,0.212047,trend,11.323092,11.643341,11.300217,11.597591,True,2.424242,1.343208,0.638609,0.320978,10.631727,,,0.212047,0.102854
dedicated_trend,趋势专属分支,600377.SH,宁沪高速,2024-08-23,0.212064,trend,30.380713,31.459574,29.992323,31.222224,True,2.769886,1.419668,0.525994,0.284044,9.920732,,,0.212064,0.085255
dedicated_trend,趋势专属分支,603826.SH,坤彩科技,2024-08-23,0.199397,trend,59.601161,64.393679,58.74998,63.801553,True,7.649079,1.656729,0.361343,0.090116,27.742354,,,0.199397,0.092041
dedicated_trend,趋势专属分支,300985.SZ,致远新能,2024-08-23,0.197999,trend,23.836879,25.137332,23.579647,25.137332,True,4.206161,2.25249,0.555075,0.075,20.201435,,,0.197999,0.063482
dedicated_trend,趋势专属分支,601898.SH,中煤能源,2024-08-26,0.209682,trend,17.888855,18.367898,17.642489,18.285776,True,3.08642,1.45193,0.569575,0.249486,7.923389,,,0.209682,0.110149
dedicated_trend,趋势专属分支,601298.SH,青岛港,2024-08-26,0.205663,trend,12.023051,12.42975,11.806992,12.353494,True,2.639916,1.351644,0.662663,0.315415,8.049353,,,0.205663,0.081959
dedicated_trend,趋势专属分支,300566.SZ,激智科技,2024-08-26,0.203016,trend,45.947105,49.40223,45.947105,49.099149,True,6.508876,3.333253,0.518246,0.164672,15.681044,,,0.203016,0.095572
dedicated_trend,趋势专属分支,600028.SH,中国石化,2024-08-27,0.204952,trend,19.494914,20.342519,19.46666,20.286012,True,4.208999,1.870758,0.621466,0.350055,9.003949,,,0.204952,0.103665
dedicated_trend,趋势专属分支,002202.SZ,金风科技,2024-08-28,0.238291,trend,24.145028,24.879366,23.763172,24.732498,True,2.060606,2.184677,0.412085,0.249361,12.200855,,,0.238291,0.130189
dedicated_trend,趋势专属分支,600143.SH,金发科技,2024-08-28,0.217082,trend,14.98658,15.478294,14.98658,15.435536,True,2.556818,2.032259,0.524094,0.277512,7.020109,,,0.217082,0.105826
dedicated_trend,趋势专属分支,601222.SH,林洋能源,2024-08-28,0.213301,trend,35.529014,36.709737,35.368007,36.548729,True,3.181818,2.594418,0.710689,0.251366,9.299707,,,0.213301,0.116525
dedicated_trend,趋势专属分支,601100.SH,恒立液压,2024-08-29,0.214425,trend,173.010128,178.506987,169.874099,177.802262,True,3.190184,1.869464,0.567701,0.221466,14.657765,,,0.214425,0.11897
dedicated_trend,趋势专属分支,300532.SZ,今天国际,2024-08-29,0.20479,trend,50.908044,53.194007,50.545193,52.940011,True,3.475177,1.471847,0.355205,0.107665,23.913147,,,0.20479,0.122063
dedicated_trend,趋势专属分支,002468.SZ,申通快递,2024-09-02,0.225666,trend,20.78144,22.466422,20.78144,22.28669,True,9.130913,5.188795,0.534595,0.177499,19.720411,,,0.225666,0.107941
dedicated_trend,趋势专属分支,601319.SH,中国人保,2024-09-02,0.211885,trend,6.892887,7.123418,6.869833,7.065785,True,2.166667,1.96639,0.560059,0.278398,9.720081,,,0.211885,0.097778
dedicated_trend,趋势专属分支,600062.SH,华润双鹤,2024-09-02,0.210268,trend,37.47332,38.782431,37.200588,38.5097,True,2.815534,1.571493,0.541894,0.168614,15.100021,,,0.210268,0.09555
dedicated_trend,趋势专属分支,002444.SZ,巨星科技,2024-09-03,0.220255,trend,120.860981,125.881912,120.143705,124.761168,True,3.227003,1.867671,0.51375,0.251795,21.323266,,,0.220255,0.126038
dedicated_trend,趋势专属分支,600298.SH,安琪酵母,2024-09-03,0.2122,trend,90.182273,92.019213,89.866549,91.674787,True,2.044728,1.399379,0.693453,0.304465,7.680449,,,0.2122,0.115002
dedicated_trend,趋势专属分支,603529.SH,爱玛科技,2024-09-03,0.1999,trend,66.242608,71.446427,66.063936,70.910411,True,3.82603,1.554099,0.481765,0.105,23.286438,,,0.1999,0.10062
dedicated_trend,趋势专属分支,300037.SZ,新宙邦,2024-09-04,0.203138,trend,211.440515,219.670822,209.350278,217.907185,True,2.772643,1.565227,0.65765,0.185902,7.129226,,,0.203138,0.099678
dedicated_trend,趋势专属分支,000506.SZ,招金黄金,2024-09-04,0.191249,trend,1.891152,1.891152,1.818416,1.891152,True,4.697987,2.336544,0.25,0.394466,31.017063,,,0.191249,0.063351
dedicated_trend,趋势专属分支,002217.SZ,合力泰,2024-09-05,0.20955,trend,4.245585,4.591522,4.214136,4.591522,True,5.035971,1.732546,0.594188,0.06,23.338132,,,0.20955,0.098598
dedicated_trend,趋势专属分支,300558.SZ,贝达药业,2024-09-05,0.200487,trend,36.441838,38.522765,36.441838,38.276744,True,5.420666,1.597907,0.513002,0.246245,8.053231,,,0.200487,0.074463
dedicated_trend,趋势专属分支,603997.SH,继峰股份,2024-09-05,0.195466,trend,19.24306,20.332933,19.157914,20.230757,True,5.225864,2.719685,0.610499,0.232272,10.662291,,,0.195466,0.100144
dedicated_trend,趋势专属分支,603707.SH,健友股份,2024-09-10,0.21672,trend,48.189304,50.274418,47.764558,49.888286,True,3.525641,1.442568,0.553036,0.122218,24.062869,,,0.21672,0.133343
dedicated_trend,趋势专属分支,002841.SZ,视源股份,2024-09-10,0.208285,trend,55.615162,57.947072,55.615162,57.789273,True,3.161189,1.435777,0.586209,0.220746,11.771934,,,0.208285,0.115562
dedicated_trend,趋势专属分支,603991.SH,至正股份,2024-09-10,0.205866,trend,42.859049,45.187795,42.524925,44.833421,True,5.478799,1.601352,0.277061,0.170464,22.028342,,,0.205866,0.097022
dedicated_trend,趋势专属分支,300274.SZ,阳光电源,2024-09-11,0.209502,trend,729.245596,767.72796,724.735194,765.232844,True,4.921053,1.699188,0.432039,0.220877,15.016814,,,0.209502,0.104131
dedicated_trend,趋势专属分支,688235.SH,百济神州-U,2024-09-11,0.209125,trend,151.0,161.36,150.73,161.1,True,7.078764,1.851531,0.323131,0.098086,9.271328,,,0.209125,0.098949
dedicated_trend,趋势专属分支,688266.SH,泽璟制药-U,2024-09-11,0.206749,trend,59.04,61.95,58.51,61.48,True,4.027073,1.933705,0.53219,0.14898,12.254593,,,0.206749,0.1008
dedicated_trend,趋势专属分支,688050.SH,爱博医疗,2024-09-12,0.202967,trend,143.331892,149.644154,143.331892,148.392585,True,3.087198,1.498931,0.560538,0.213864,11.138544,,,0.202967,0.078611
dedicated_trend,趋势专属分支,601118.SH,海南橡胶,2024-09-12,0.202469,trend,4.96213,5.212321,4.951705,5.201896,True,4.831933,1.941476,0.597763,0.212682,7.60309,,,0.202469,0.112793
dedicated_trend,趋势专属分支,600660.SH,福耀玻璃,2024-09-18,0.220003,trend,87.813217,91.438372,87.813217,91.068817,True,4.334677,1.488537,0.597857,0.308174,11.78055,,,0.220003,0.104522
dedicated_trend,趋势专属分支,601628.SH,中国人寿,2024-09-18,0.216578,trend,43.74291,45.344041,43.704483,44.985388,True,3.051643,1.320229,0.561801,0.431818,5.659251,,,0.216578,0.110957
dedicated_trend,趋势专属分支,600536.SH,中国软件,2024-09-18,0.210837,trend,115.212727,118.670156,114.199944,118.181227,True,2.390318,1.549117,0.591964,0.199934,15.94285,,,0.210837,0.118471
dedicated_trend,趋势专属分支,603129.SH,春风动力,2024-09-19,0.210246,trend,159.076195,165.39113,158.528472,164.70379,True,2.857143,1.705473,0.551397,0.211374,15.754283,,,0.210246,0.106437
dedicated_trend,趋势专属分支,600071.SH,凤凰光学,2024-09-19,0.206106,trend,16.846771,17.433274,16.846771,17.433274,True,2.863962,1.354082,0.576774,0.249813,5.659651,,,0.206106,0.082522
dedicated_trend,趋势专属分支,601799.SH,星宇股份,2024-09-19,0.203598,trend,164.908193,173.290917,164.123539,172.754737,True,4.857914,2.278623,0.651581,0.068524,14.266001,,,0.203598,0.105303
dedicated_trend,趋势专属分支,600718.SH,东软集团,2024-09-20,0.21938,trend,12.260125,12.527875,12.119204,12.499691,True,2.424942,1.302479,0.608092,0.387676,7.166967,,,0.21938,0.108609
dedicated_trend,趋势专属分支,002474.SZ,榕基软件,2024-09-20,0.203138,trend,28.165713,29.294851,27.977523,29.169391,True,3.333333,2.305476,0.621214,0.151643,9.210617,,,0.203138,0.097374
dedicated_trend,趋势专属分支,002017.SZ,东信和平,2024-09-20,0.193177,trend,25.496991,26.740042,25.236818,26.740042,True,4.875283,3.190582,0.61967,0.18,18.51231,,,0.193177,0.080699
dedicated_trend,趋势专属分支,600007.SH,中国国贸,2024-09-23,0.215369,trend,34.29603,35.327699,33.933551,35.24405,True,2.764228,1.512028,0.560116,0.018769,16.39478,,,0.215369,0.11485
dedicated_trend,趋势专属分支,688036.SH,传音控股,2024-09-23,0.194776,trend,133.098303,138.161658,130.798182,137.544176,True,5.531209,1.427184,0.563598,0.056105,9.814866,,,0.194776,0.071837
dedicated_trend,趋势专属分支,300295.SZ,三六五网,2024-09-23,0.17793,trend,40.203667,42.680121,39.855416,42.525342,True,4.26945,1.455619,0.44443,0.136767,9.126229,,,0.17793,0.028599
dedicated_trend,趋势专属分支,000528.SZ,柳工,2024-09-24,0.220671,trend,27.920825,29.627542,27.920825,29.574207,True,6.124402,1.891544,0.518528,0.081602,14.625401,,,0.220671,0.127557
dedicated_trend,趋势专属分支,002736.SZ,国信证券,2024-09-24,0.21732,trend,11.484383,11.92609,11.459142,11.90085,True,3.969129,2.06208,0.641436,0.093052,7.340794,,,0.21732,0.110656
