strategy_id,strategy_name,symbol,signal_date,score,entry_type,signal_open,signal_high,signal_low,signal_close,strategy_family,entry_variant,mcst_mode,base_start_date,base_end_date,first_breakout_date,handle_low_date,handle_prep_date,throwback_hold_date,second_breakout_date,base_length_days,base_width_pct,base_drift_pct,breakout_leg_pct,washout_count,base_dryup_count,base_dryup_tail_count,first_breakout_ratio_pct,first_breakout_vol_ratio,handle_length_days,handle_depth_pct,handle_bottom_dryup_flag,handle_volume_contraction_ratio,handle_range_contraction_ratio,handle_volume_contract_share,handle_range_contract_share,rim_approach_distance_pct,pullback_depth_pct,pullback_stability,pullback_vol_ratio_vs_breakout,throwback_reclaim_ratio,throwback_close_strength,throwback_day_pct,second_breakout_vol_ratio,second_breakout_day_pct,mcst_value_first,mcst_value_signal,mcst_distance_first_pct,mcst_distance_signal_pct,mcst_distance_second_pct,mcst_slope_first_pct,mcst_slope_signal_pct,mcst_slope_second_pct,rs_rating_120,ret_120d_pct,close_vs_ma120_pct,rsi14,name
cup_v3_handle_prep,杯柄 V3 柄底预备,603002.SH,2023-09-06,0.586589,bottom_staging_handle_prep,10.565656,10.875874,10.437919,10.82113,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-03-06,2023-08-28,2023-08-29,2023-09-05,2023-09-06,2023-09-06,2023-09-06,120,16.701017,3.759825,20.38458,3,49,20,3.15641,1.599263,5,2.272727,False,0.760251,1.08955,0.75,0.5,0.0,2.272727,0.59387,0.796263,1.615385,0.85,2.772964,1.450605,2.772964,10.529564,10.46455,1.382586,3.407499,3.407499,0.67284,-0.803787,-0.803787,82.0,13.194732,11.570795,60.806577,宏昌电子
cup_v3_handle_prep,杯柄 V3 柄底预备,603038.SH,2023-07-24,0.608639,bottom_staging_handle_prep,26.888409,27.182271,26.33007,27.094112,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-01-12,2023-07-13,2023-07-14,2023-07-21,2023-07-24,2023-07-24,2023-07-25,120,16.676141,11.748301,19.606855,3,38,18,2.511837,1.645445,5,2.678571,False,1.021184,1.53785,0.75,0.75,0.650759,2.678571,0.749862,0.481003,1.083333,0.785714,0.765027,1.737349,4.121475,26.261292,26.284482,2.947487,3.080259,6.556002,-2.327643,0.162871,0.966778,81.0,17.551779,9.979887,57.358038,华立股份
cup_v3_handle_prep,杯柄 V3 柄底预备,603089.SH,2023-10-20,0.559675,bottom_staging_handle_prep,20.945501,21.9263,20.531386,21.555776,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-04-06,2023-09-27,2023-09-28,2023-10-19,2023-10-20,2023-10-20,2023-10-20,120,16.362487,8.02479,19.424981,4,33,9,2.631857,1.504875,9,3.078556,False,0.946785,0.974954,0.75,0.625,0.0,3.078556,0.492865,0.881395,1.62069,0.630435,2.593361,1.368914,2.593361,20.693188,21.086665,2.272575,2.224683,2.224683,1.925673,0.818413,0.818413,89.0,13.217682,11.560146,56.481076,正裕工业
cup_v3_handle_prep,杯柄 V3 柄底预备,603111.SH,2023-07-10,0.630733,bottom_staging_handle_prep,12.6235,12.932647,12.185542,12.881123,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-12-20,2023-06-19,2023-06-20,2023-06-26,2023-07-10,2023-07-10,2023-06-28,120,14.919645,14.647031,16.094987,5,43,17,1.022751,1.55174,11,2.325581,False,1.514729,1.949282,0.0,0.0,0.0,2.325581,0.576186,0.91684,2.454545,0.857143,1.626016,1.778107,-1.0,12.304714,12.585705,1.334555,2.347249,2.508962,0.225914,0.443033,1.204375,77.0,20.192308,7.59244,59.349972,康尼机电
cup_v3_handle_prep,杯柄 V3 柄底预备,603111.SH,2023-12-29,0.527626,bottom_staging_handle_prep,14.143473,14.375333,13.911613,14.349571,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-06-21,2023-12-15,2023-12-18,2023-12-21,2023-12-29,2023-12-29,2024-01-03,120,22.863535,12.031905,23.713647,3,46,23,0.691916,1.229814,8,2.407407,False,1.393146,1.927221,0.0,0.0,0.5386,2.407407,0.757873,0.681317,1.307692,0.928571,1.457195,2.52503,-1.870748,14.228735,14.193868,0.125005,1.096968,3.177145,0.694224,-0.306739,1.155901,86.0,13.211382,12.810127,58.815326,康尼机电
cup_v3_handle_prep,杯柄 V3 柄底预备,603337.SH,2023-11-17,0.57545,bottom_staging_handle_prep,47.931199,49.028503,47.931199,49.005156,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-04-27,2023-10-26,2023-10-27,2023-11-08,2023-11-17,2023-11-17,2023-11-28,120,16.410741,9.976116,17.642073,4,38,13,1.057747,1.984647,14,3.061224,False,0.975868,0.68771,0.714286,0.571429,2.234903,3.061224,0.601894,0.654376,0.650794,0.978723,1.400966,2.560458,3.376129,48.751593,48.802464,1.573682,0.415331,2.941654,-0.54618,-0.117773,0.837431,75.0,11.158233,5.132627,51.607199,杰克科技
cup_v3_handle_prep,杯柄 V3 柄底预备,603587.SH,2023-02-01,0.626474,bottom_staging_handle_prep,23.35161,23.515953,22.544836,23.471132,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-07-21,2023-01-13,2023-01-16,2023-01-20,2023-02-01,2023-02-01,2023-02-01,120,9.936013,7.011505,11.366741,5,40,13,1.301419,1.66212,6,2.650762,False,1.31206,0.86641,0.333333,1.0,0.0,2.650762,0.791166,0.550226,1.55,0.88,0.705128,1.242634,0.705128,22.827607,22.885141,1.379203,2.560575,2.560575,-1.681375,0.470126,0.470126,75.0,10.946328,7.492915,62.013074,地素时尚
cup_v3_handle_prep,杯柄 V3 柄底预备,603699.SH,2023-09-12,0.598973,bottom_staging_handle_prep,19.12966,20.261745,18.615076,19.927265,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-03-06,2023-08-28,2023-08-29,2023-09-08,2023-09-12,2023-09-12,2023-09-12,120,23.136635,15.276275,24.48669,4,46,16,1.096388,1.44923,9,3.870076,True,0.639835,0.868768,0.714286,0.714286,0.0,3.870076,0.632945,0.487,1.821429,0.704545,3.890007,1.438481,3.890007,18.720811,18.938411,3.28342,5.221425,5.221425,-1.055937,0.804303,0.804303,89.0,19.779001,12.069315,62.708114,纽威股份
cup_v3_handle_prep,杯柄 V3 柄底预备,603729.SH,2023-07-14,0.65403,bottom_staging_handle_prep,21.757033,22.531556,21.16558,22.207665,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-12-30,2023-07-03,2023-07-04,2023-07-07,2023-07-14,2023-07-14,2023-07-17,120,13.913624,12.468853,14.425646,3,34,16,0.449482,1.712538,7,2.59481,True,0.686005,0.887776,0.5,0.5,0.0,2.59481,0.740122,0.440472,1.897436,0.622951,2.071197,1.723013,1.902346,21.418533,21.281964,1.383164,4.349693,5.992356,0.324111,-0.463978,-0.023406,74.0,19.469697,8.192166,60.229842,龙韵股份
cup_v3_handle_prep,杯柄 V3 柄底预备,603766.SH,2022-10-25,0.496171,bottom_staging_handle_prep,15.87325,16.556638,15.686871,16.494512,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-04-18,2022-10-14,2022-10-17,2022-10-20,2022-10-25,2022-10-25,2022-10-26,120,14.756465,14.572064,20.380231,5,28,8,4.90061,1.374687,5,5.544554,False,0.896074,1.147505,0.5,0.5,0.753296,5.544554,0.44708,0.785195,0.928571,0.923077,3.913894,1.613181,3.389831,15.711112,15.613081,5.38171,5.645465,8.72274,-0.629677,-0.19174,0.275207,81.0,42.562991,10.654994,59.519923,隆鑫通用
cup_v3_handle_prep,杯柄 V3 柄底预备,603898.SH,2023-02-07,0.537908,bottom_staging_handle_prep,40.128116,41.043835,39.670257,40.749497,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-07-28,2023-01-20,2023-01-30,2023-02-03,2023-02-07,2023-02-07,2023-02-13,120,18.79655,11.607197,20.736966,5,40,13,1.633394,1.292648,5,1.566364,False,0.762918,1.325564,0.666667,0.666667,0.561798,1.566364,0.822162,0.827665,1.736842,0.678571,1.797386,1.212647,2.086677,40.086317,40.430756,0.512196,0.788361,2.082226,1.341912,0.639089,0.936826,80.0,17.436381,9.144263,56.988092,好莱客
cup_v3_handle_prep,杯柄 V3 柄底预备,603979.SH,2024-02-05,0.571731,bottom_staging_handle_prep,61.515786,64.123078,60.635825,63.878644,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-08-01,2024-01-24,2024-01-25,2024-02-02,2024-02-05,2024-02-05,2024-02-05,120,12.826093,12.650877,14.055469,4,35,9,1.08962,1.63398,6,4.219296,False,0.817723,1.381561,0.8,0.6,0.0,4.219296,0.55976,0.548586,1.267516,0.928571,3.648863,1.71472,3.648863,61.568911,61.782111,2.639836,3.39343,3.39343,-0.517761,0.07904,0.07904,97.0,14.586378,7.535977,58.655468,金诚信
cup_v3_handle_prep,杯柄 V3 柄底预备,605177.SH,2023-09-27,0.582932,bottom_staging_handle_prep,29.166474,30.095672,28.815444,29.992428,cup_v3_bottom_staging,handle_prep,rolling_1m,2023-03-17,2023-09-08,2023-09-11,2023-09-22,2023-09-27,2023-09-27,2023-10-16,120,22.476955,16.991448,26.619526,5,46,14,3.382327,1.889213,11,4.58617,True,0.634613,0.883016,0.75,0.625,1.445783,4.58617,0.588371,0.516623,0.890625,0.90566,3.417586,1.802854,-2.571339,29.03977,29.571449,3.778266,1.423597,0.848114,0.239306,1.010485,7.258927,93.0,21.735333,13.189274,56.970131,东亚药业
cup_v3_handle_prep,杯柄 V3 柄底预备,605318.SH,2024-09-10,0.600417,bottom_staging_handle_prep,17.43778,17.644337,17.100765,17.644337,cup_v3_bottom_staging,handle_prep,rolling_1m,2024-03-05,2024-08-27,2024-08-28,2024-08-30,2024-09-10,2024-09-10,2024-09-02,120,16.711728,5.339932,18.678354,3,52,15,1.685029,1.368021,8,1.271456,True,0.817044,0.900416,1.0,1.0,0.0,1.271456,0.759261,0.748624,2.5,1.0,1.247661,1.48554,0.437227,16.812276,17.155579,3.009216,2.848973,3.070771,1.610825,1.223106,1.43152,94.0,10.093095,10.529346,63.21846,法狮龙
cup_v3_handle_prep,杯柄 V3 柄底预备,605488.SH,2023-07-25,0.569376,bottom_staging_handle_prep,24.019582,24.464105,23.37579,24.372135,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-12-27,2023-06-28,2023-06-29,2023-07-14,2023-07-25,2023-07-25,,120,15.925088,13.833605,18.938807,4,45,22,2.599713,1.795374,17,3.606557,False,1.195463,1.129169,0.7,0.6,2.075472,3.606557,0.693108,0.565366,1.181818,0.793103,1.597444,,,23.938168,24.059438,1.172533,1.299684,,0.050223,0.404963,,69.0,9.944686,7.505129,57.355076,福莱新材
cup_v3_handle_prep,杯柄 V3 柄底预备,688122.SH,2025-07-11,0.663982,bottom_staging_handle_prep,74.816079,75.737166,73.835566,75.469754,cup_v3_bottom_staging,handle_prep,rolling_1m,2024-12-23,2025-06-24,2025-06-25,2025-07-10,2025-07-11,2025-07-11,2025-07-11,120,16.118072,15.455547,16.959169,5,28,7,0.724346,1.468594,11,0.724346,True,0.536072,0.608857,0.8,0.7,0.0,0.724346,0.653036,0.662955,3.055556,0.8125,0.873709,1.051996,0.873709,73.21327,74.047863,1.58048,1.920231,1.920231,-0.421962,0.222559,0.222559,66.0,24.46107,7.122135,56.383218,西部超导
cup_v3_handle_prep,杯柄 V3 柄底预备,688171.SH,2023-03-17,0.597812,bottom_staging_handle_prep,23.739528,23.981665,22.932404,23.880775,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-09-06,2023-03-08,2023-03-09,2023-03-16,2023-03-17,2023-03-17,2023-03-17,120,16.616967,6.704323,18.508997,4,47,12,1.622432,1.885711,5,1.407831,True,0.664402,0.649051,0.75,0.5,0.0,1.407831,0.5131,0.680249,2.9375,0.795918,2.467532,1.314246,2.467532,22.773257,22.949397,2.116505,4.058398,4.058398,-0.12445,0.817096,0.817096,71.0,12.929389,10.856559,62.530019,纬德信息
cup_v3_handle_prep,杯柄 V3 柄底预备,688419.SH,2023-06-12,0.594517,bottom_staging_handle_prep,42.242599,43.481769,40.852311,43.01834,cup_v3_bottom_staging,handle_prep,rolling_1m,2022-11-23,2023-05-23,2023-05-24,2023-06-09,2023-06-12,2023-06-12,,120,23.891261,2.226416,25.916975,4,42,16,1.635075,1.493414,12,3.970407,False,0.955986,1.381355,0.818182,0.727273,2.576112,3.970407,0.49323,0.622721,1.335404,0.714286,1.812113,,,41.47877,42.026225,2.400129,2.360704,,-7.3092,2.261019,,69.0,9.656742,10.945566,53.966491,耐科装备
